0,-224,-217,-210,-203,-196,-189,-182,-175,-168,-161,-154,-147,-140,-133,-126,-119,-112,-105,-98,-91,-84,-77,-70,-63,-56,-49,-42,-35,-28,-21,-14,-7,0,7,14,21,28,35,42,49,56,63,70,77,84,91,98,105,112,119,126,133,140,147,154,161,168,175,182,189,196,203,210,217
154.3054,1.988589E-11,4.348423E-11,6.981122E-11,1.470825E-10,2.534552E-10,5.500459E-10,1.082282E-9,2.19592E-9,3.92977E-9,6.322421E-9,9.659877E-9,1.522831E-8,2.64021E-8,4.921502E-8,9.624415E-8,1.85937E-7,3.261977E-7,4.944447E-7,6.582066E-7,8.008402E-7,9.239598E-7,1.125801E-6,1.635518E-6,2.60535E-6,3.894851E-6,5.156138E-6,5.899307E-6,5.557965E-6,4.556268E-6,4.40097E-6,5.648703E-6,7.222759E-6,8.137896E-6,8.21638E-6,7.051435E-6,4.460826E-6,1.738686E-6,5.001207E-7,7.100221E-7,1.336726E-6,1.630478E-6,1.344151E-6,6.930071E-7,1.757182E-7,4.173014E-8,1.270976E-7,2.027963E-7,1.918907E-7,1.215408E-7,4.700804E-8,7.091822E-9,1.981746E-10,4.014281E-9,5.783446E-9,4.585786E-9,2.506982E-9,8.96494E-10,1.964825E-10,7.944558E-11,1.16801E-10,1.280564E-10,9.251964E-11,6.414527E-11,217
154.4828,3.230053E-11,8.253662E-11,1.598176E-10,3.385706E-10,7.174081E-10,1.426029E-9,2.885062E-9,5.213909E-9,8.939905E-9,1.426208E-8,2.301788E-8,4.021365E-8,7.550389E-8,1.418035E-7,2.482858E-7,3.98803E-7,5.945891E-7,8.287376E-7,1.098942E-6,1.413233E-6,1.745222E-6,2.062663E-6,2.417133E-6,3.041651E-6,4.203727E-6,6.031397E-6,8.254116E-6,9.647522E-6,9.307831E-6,8.019263E-6,7.25673E-6,7.325675E-6,7.663287E-6,8.111016E-6,8.125777E-6,6.644713E-6,3.845548E-6,1.341371E-6,1.663205E-7,3.230549E-8,3.00048E-7,4.666545E-7,3.341553E-7,1.022701E-7,2.637183E-8,8.568096E-8,1.296753E-7,1.070998E-7,5.611818E-8,1.700986E-8,2.889201E-9,5.193249E-9,8.995826E-9,8.217603E-9,4.840142E-9,1.771647E-9,2.931785E-10,7.034409E-11,2.454651E-10,3.386971E-10,2.827269E-10,1.97335E-10,1.21242E-10,217
154.6605,7.467177E-11,1.423161E-10,3.606804E-10,7.307539E-10,1.59223E-9,3.147363E-9,5.814658E-9,1.006804E-8,1.596985E-8,2.503602E-8,4.106942E-8,7.512315E-8,1.457286E-7,2.738534E-7,4.639851E-7,6.919765E-7,9.292809E-7,1.162075E-6,1.422612E-6,1.766802E-6,2.185988E-6,2.586566E-6,2.829088E-6,3.116028E-6,3.969559E-6,5.994907E-6,9.481851E-6,1.306539E-5,1.465927E-5,1.349926E-5,1.102783E-5,9.069896E-6,8.049601E-6,8.196807E-6,9.079476E-6,9.09834E-6,7.272712E-6,4.463288E-6,2.246128E-6,1.051124E-6,6.525492E-7,6.299536E-7,5.757962E-7,3.84105E-7,2.100427E-7,1.377051E-7,9.91441E-8,5.169443E-8,1.753857E-8,8.852869E-9,1.214964E-8,1.525531E-8,1.422597E-8,1.001738E-8,5.443852E-9,2.553874E-9,1.58814E-9,1.47417E-9,1.347956E-9,1.009685E-9,6.492695E-10,3.89204E-10,2.126244E-10,217
154.8387,1.253189E-10,2.748577E-10,5.953924E-10,1.3288E-9,2.577269E-9,4.920219E-9,8.297879E-9,1.297586E-8,1.929848E-8,2.947909E-8,5.180704E-8,1.026718E-7,2.069151E-7,3.860907E-7,6.310436E-7,8.869761E-7,1.090641E-6,1.214904E-6,1.330786E-6,1.5368E-6,1.844994E-6,2.158092E-6,2.226143E-6,2.245203E-6,2.840129E-6,4.876055E-6,9.178759E-6,1.46773E-5,1.882538E-5,1.914736E-5,1.595404E-5,1.213331E-5,9.260827E-6,8.346535E-6,9.366708E-6,1.05573E-5,1.022538E-5,8.149968E-6,5.925945E-6,4.350088E-6,3.444707E-6,2.938914E-6,2.414534E-6,1.714794E-6,1.015404E-6,5.412325E-7,2.961338E-7,1.772975E-7,1.241586E-7,1.009409E-7,8.055917E-8,5.713002E-8,3.682566E-8,2.288916E-8,1.446104E-8,9.913471E-9,7.375424E-9,5.461249E-9,3.694065E-9,2.22163E-9,1.259926E-9,6.618635E-10,3.545188E-10,217
155.0173,1.616531E-10,4.029849E-10,8.027322E-10,1.640401E-9,3.039698E-9,4.95585E-9,7.483463E-9,1.004879E-8,1.396944E-8,2.367619E-8,5.103263E-8,1.154209E-7,2.372607E-7,4.269098E-7,6.536118E-7,8.462093E-7,9.340823E-7,8.907926E-7,8.228928E-7,8.397848E-7,9.441315E-7,1.052666E-6,8.851836E-7,6.435862E-7,9.549029E-7,2.741225E-6,7.136148E-6,1.363359E-5,2.020915E-5,2.31841E-5,2.074215E-5,1.588035E-5,1.092492E-5,7.92877E-6,7.947124E-6,9.362465E-6,1.031987E-5,9.456435E-6,7.995027E-6,6.972128E-6,6.395022E-6,5.990469E-6,5.204677E-6,3.922583E-6,2.490219E-6,1.374977E-6,7.500024E-7,4.678603E-7,3.499008E-7,2.827759E-7,2.169157E-7,1.503821E-7,9.673812E-8,6.113E-8,3.971097E-8,2.668924E-8,1.793725E-8,1.149726E-8,6.764851E-9,3.743861E-9,1.954434E-9,1.011624E-9,5.15907E-10,217
155.1963,1.840787E-10,3.711503E-10,7.803465E-10,1.313145E-9,2.11459E-9,2.799568E-9,3.096117E-9,3.484971E-9,6.482101E-9,1.967046E-8,5.605657E-8,1.309239E-7,2.535503E-7,4.172781E-7,5.796195E-7,6.829892E-7,6.81211E-7,5.5163E-7,4.011839E-7,3.325756E-7,3.388604E-7,4.160599E-7,3.514631E-7,1.469735E-7,2.59948E-7,1.452069E-6,4.788204E-6,1.064977E-5,1.860823E-5,2.489232E-5,2.502102E-5,2.089947E-5,1.452995E-5,8.481617E-6,6.036015E-6,6.251013E-6,7.586485E-6,7.698907E-6,6.782101E-6,6.269547E-6,6.243269E-6,6.535605E-6,6.320991E-6,5.237678E-6,3.644958E-6,2.143124E-6,1.165972E-6,6.801087E-7,4.779877E-7,3.875307E-7,3.141667E-7,2.367981E-7,1.658448E-7,1.112168E-7,7.307132E-8,4.694019E-8,2.893251E-8,1.661001E-8,8.899459E-9,4.500879E-9,2.220874E-9,1.119511E-9,5.550288E-10,217
155.3757,1.484064E-10,2.487629E-10,4.066172E-10,5.755742E-10,5.200954E-10,2.658785E-10,1.146153E-10,2.171041E-9,1.130561E-8,3.663613E-8,8.915527E-8,1.742512E-7,2.912305E-7,4.246972E-7,5.361332E-7,6.073218E-7,6.27413E-7,5.459454E-7,4.238204E-7,3.949696E-7,4.863181E-7,9.706827E-7,1.917001E-6,2.738812E-6,3.597687E-6,4.716069E-6,6.086561E-6,9.317249E-6,1.649837E-5,2.504488E-5,2.848304E-5,2.714851E-5,2.144517E-5,1.242024E-5,6.480611E-6,4.257442E-6,4.787507E-6,5.578824E-6,4.716378E-6,3.820089E-6,3.364755E-6,3.698236E-6,4.20813E-6,4.076516E-6,3.301604E-6,2.200508E-6,1.277693E-6,7.242876E-7,4.590727E-7,3.553678E-7,3.029424E-7,2.515514E-7,1.949072E-7,1.40701E-7,9.517359E-8,6.004056E-8,3.469185E-8,1.818497E-8,8.649995E-9,3.781366E-9,1.622948E-9,7.015949E-10,3.53386E-10,217
155.5556,9.453326E-11,1.694213E-10,2.085488E-10,2.274183E-10,3.885757E-10,1.271154E-9,4.646155E-9,1.464204E-8,3.801435E-8,8.344954E-8,1.569083E-7,2.546089E-7,3.711166E-7,4.88036E-7,5.716917E-7,6.411625E-7,7.089363E-7,6.550905E-7,4.893406E-7,4.524644E-7,6.390862E-7,1.878352E-6,4.78363E-6,7.891752E-6,1.154753E-5,1.510072E-5,1.528283E-5,1.509912E-5,1.963892E-5,2.725294E-5,3.154127E-5,3.309246E-5,3.02431E-5,1.932753E-5,9.717281E-6,4.66329E-6,3.299774E-6,4.823386E-6,4.554026E-6,3.154449E-6,1.602196E-6,6.855228E-7,8.972143E-7,1.41616E-6,1.741166E-6,1.593997E-6,1.169041E-6,7.669903E-7,4.808943E-7,3.268137E-7,2.551391E-7,2.128965E-7,1.748193E-7,1.338737E-7,9.362596E-8,5.875443E-8,3.252669E-8,1.566131E-8,6.417502E-9,2.217771E-9,6.067443E-10,1.417049E-10,6.479214E-11,217
155.7358,2.088449E-10,3.498207E-10,7.179621E-10,1.52421E-9,3.373566E-9,8.138554E-9,1.915128E-8,4.133873E-8,8.262424E-8,1.510432E-7,2.44369E-7,3.533963E-7,4.765019E-7,5.839939E-7,6.303216E-7,6.662853E-7,7.184012E-7,5.889187E-7,2.593274E-7,7.994992E-8,2.473638E-7,2.242282E-6,7.066029E-6,1.255989E-5,2.091567E-5,3.070537E-5,3.22642E-5,3.054854E-5,3.428731E-5,3.841696E-5,3.824927E-5,4.003508E-5,4.074258E-5,2.84461E-5,1.483254E-5,7.159407E-6,2.545876E-6,4.029638E-6,5.473412E-6,4.718465E-6,3.216099E-6,1.192137E-6,2.290421E-7,4.552716E-7,1.153011E-6,1.56232E-6,1.47756E-6,1.147813E-6,7.503985E-7,4.387583E-7,2.596859E-7,1.716897E-7,1.290293E-7,9.937486E-8,7.08287E-8,4.452239E-8,2.397245E-8,1.077252E-8,3.969173E-9,1.133856E-9,2.306064E-10,7.62579E-11,1.044626E-10,217
