0,-320,-300,-280,-260,-240,-220,-200,-180,-160,-140,-120,-100,-80,-60,-40,-20,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300
752.9412,4.335985E-8,2.564733E-7,1.207864E-6,4.521314E-6,1.347173E-5,3.19251E-5,6.022483E-5,9.042741E-5,0.0001081193,0.0001029755,7.814045E-5,4.727025E-5,2.280052E-5,8.780974E-6,2.712802E-6,6.926706E-7,1.732156E-7,8.206878E-8,1.430543E-7,4.610754E-7,1.446073E-6,3.737744E-6,7.757304E-6,1.284919E-5,1.697942E-5,1.788944E-5,1.501924E-5,1.004797E-5,5.352574E-6,2.270399E-6,7.66539E-7,300
755.9055,4.482506E-8,2.651317E-7,1.248395E-6,4.671538E-6,1.390536E-5,3.292802E-5,6.202353E-5,9.302074E-5,0.0001110326,0.0001055928,7.99952E-5,4.831009E-5,2.326021E-5,8.924651E-6,2.718083E-6,6.383505E-7,9.417732E-8,1.748187E-9,7.99753E-8,4.26927E-7,1.447806E-6,3.794795E-6,7.904188E-6,1.311374E-5,1.73671E-5,1.832214E-5,1.541326E-5,1.032622E-5,5.509218E-6,2.339967E-6,7.908803E-7,300
758.8933,4.740699E-8,2.80587E-7,1.320429E-6,4.937939E-6,1.46739E-5,3.468883E-5,6.519342E-5,9.752457E-5,0.0001161228,0.0001100959,8.318652E-5,5.009681E-5,2.406875E-5,9.229442E-6,2.835245E-6,7.173896E-7,1.762332E-7,8.177926E-8,1.450056E-7,4.756694E-7,1.503701E-6,3.915469E-6,8.15601E-6,1.357674E-5,1.8023E-5,1.907536E-5,1.609599E-5,1.081198E-5,5.784247E-6,2.462608E-6,8.336192E-7,300
761.9048,5.141272E-8,3.045113E-7,1.432154E-6,5.348457E-6,1.585464E-5,3.736211E-5,6.99902E-5,0.0001042881,0.0001237135,0.0001167914,8.780416E-5,5.26389E-5,2.521093E-5,9.655584E-6,2.930091E-6,6.766052E-7,9.922371E-8,5.867932E-9,8.331135E-8,4.486202E-7,1.551065E-6,4.081175E-6,8.520303E-6,1.422809E-5,1.897525E-5,2.019489E-5,1.711211E-5,1.154273E-5,6.200108E-6,2.648364E-6,8.997886E-7,300
764.9402,5.736013E-8,3.400502E-7,1.598097E-6,5.953667E-6,1.757713E-5,4.11954E-5,7.676205E-5,0.0001138142,0.0001344236,0.0001263442,9.422592E-5,5.572901E-5,2.634697E-5,1.018926E-5,3.304829E-6,8.762431E-7,1.73201E-7,4.412248E-8,1.408782E-7,5.74898E-7,1.738011E-6,4.289692E-6,8.876006E-6,1.501045E-5,2.030432E-5,2.178672E-5,1.854897E-5,1.257169E-5,6.786305E-6,2.915296E-6,9.959025E-7,300
768,6.610794E-8,3.929691E-7,1.845743E-6,6.849055E-6,2.007191E-5,4.654993E-5,8.578852E-5,0.0001262248,0.0001488996,0.000140745,0.0001052763,6.067911E-5,2.621092E-5,8.817916E-6,3.081992E-6,1.452248E-6,6.426272E-7,3.249704E-7,5.213487E-7,9.515198E-7,1.624084E-6,3.708555E-6,8.78984E-6,1.627059E-5,2.260276E-5,2.419587E-5,2.049507E-5,1.390855E-5,7.566603E-6,3.287352E-6,1.13525E-6,300
771.0843,7.924404E-8,4.740637E-7,2.231139E-6,8.242864E-6,2.385775E-5,5.412889E-5,9.686449E-5,0.0001387157,0.0001627783,0.0001601555,0.0001312899,8.401457E-5,3.615561E-5,7.03618E-6,4.628555E-8,3.287078E-6,6.151583E-6,6.417701E-6,4.956409E-6,2.136903E-6,2.083447E-8,2.884817E-6,1.198625E-5,2.239839E-5,2.809263E-5,2.74616E-5,2.234413E-5,1.524003E-5,8.522196E-6,3.81619E-6,1.347935E-6,300
774.1935,9.971961E-8,6.047355E-7,2.875775E-6,1.0651E-5,3.047599E-5,6.677372E-5,0.0001113491,0.0001426344,0.0001493396,0.0001501343,0.0001648978,0.0001751018,0.0001512475,0.0001066255,8.069759E-5,8.451358E-5,9.623855E-5,9.480399E-5,7.706421E-5,5.408049E-5,4.122135E-5,4.373869E-5,5.000941E-5,4.66262E-5,3.528075E-5,2.571601E-5,2.044378E-5,1.563088E-5,9.780345E-6,4.699267E-6,1.715938E-6,300
777.3279,1.325461E-7,8.262294E-7,4.043033E-6,1.537651E-5,4.479158E-5,9.763962E-5,0.0001528527,0.0001580006,8.808559E-5,2.702546E-5,0.0001254655,0.0004253535,0.000793668,0.001081087,0.001262045,0.001372706,0.001404559,0.001319958,0.001124769,0.0008803434,0.0006485564,0.000445736,0.0002629325,0.0001134263,2.706425E-5,4.694048E-6,1.198456E-5,1.723663E-5,1.336353E-5,6.832566E-6,2.50769E-6,300
780.4878,1.850041E-7,1.207771E-6,6.241293E-6,2.53499E-5,8.006187E-5,0.0001934711,0.0003489042,0.0004530317,0.0004202704,0.0004074709,0.0009207923,0.002483611,0.005117814,0.008249345,0.01109717,0.01302935,0.01365744,0.01287906,0.01094103,0.00836279,0.005707999,0.003401433,0.00169184,0.0006578817,0.0001947846,6.83691E-5,5.652816E-5,4.902913E-5,3.031605E-5,1.348496E-5,4.479901E-6,300
783.6735,2.650522E-7,1.839249E-6,1.024231E-5,4.575184E-5,0.0001638759,0.0004716495,0.001100962,0.002142434,0.003704672,0.006301321,0.0113016,0.020615,0.035266,0.05390005,0.07265559,0.08660923,0.09182055,0.08691848,0.07356191,0.05559043,0.03736246,0.02220573,0.01163714,0.005445898,0.002388511,0.001065255,0.0005014511,0.0002324757,9.584956E-5,3.297198E-5,9.210979E-6,300
786.8852,3.765433E-7,2.78804E-6,1.679452E-5,8.269015E-5,0.0003348146,0.001125571,0.003190256,0.00780283,0.01698083,0.03392598,0.06345226,0.1111041,0.1796495,0.2641015,0.3493195,0.4136885,0.4380254,0.4146313,0.3509129,0.2655031,0.179599,0.1087706,0.0592631,0.02935334,0.01342534,0.00574941,0.002305845,0.0008494748,0.0002786416,7.893196E-5,1.886648E-5,300
790.1235,5.121714E-7,4.018465E-6,2.591116E-5,0.0001382771,0.0006156419,0.002309794,0.007395231,0.02051034,0.05007499,0.1092072,0.21495,0.3835353,0.6200095,0.9051488,1.18913,1.402056,1.481291,1.401287,1.186679,0.8998056,0.6113602,0.3727905,0.2045571,0.1013671,0.0455126,0.01852718,0.006808382,0.002235612,0.0006464411,0.000161972,3.463525E-5,300
793.3884,6.49013E-7,5.322506E-6,3.609608E-5,0.0002040101,0.000968711,0.003899164,0.01343647,0.04005993,0.1044197,0.2402019,0.4912597,0.8977116,1.469567,2.157011,2.838482,3.347301,3.535767,3.344456,2.832549,2.148237,1.459374,0.8884384,0.4849125,0.237313,0.1040465,0.04076206,0.01419926,0.004365508,0.001173444,0.000272859,5.428958E-5,300
796.6805,7.527596E-7,6.34455E-6,4.436207E-5,0.0002593624,0.001277803,0.005348107,0.01917691,0.05941621,0.1603815,0.3799883,0.7952244,1.477207,2.444221,3.610516,4.767658,5.6319,5.953396,5.632419,4.769375,3.614506,2.451308,1.48718,0.8065672,0.3905291,0.1684302,0.06447956,0.02180316,0.006470654,0.001672665,0.000373437,7.136033E-5,300
800,7.916685E-7,6.734311E-6,4.756955E-5,0.0002812339,0.001402264,0.005943018,0.02158079,0.06768143,0.1847268,0.4418476,0.9317576,1.740721,2.891657,4.282362,5.663451,6.695675,7.080744,6.69978,5.672531,4.297255,2.911911,1.763938,0.9542291,0.4601971,0.1973451,0.07497151,0.02510889,0.007368502,0.001881313,0.000414606,7.820246E-5,300
803.3473,7.527596E-7,6.34455E-6,4.436207E-5,0.0002593624,0.001277803,0.005348107,0.01917691,0.05941621,0.1603815,0.3799883,0.7952244,1.477207,2.444221,3.610516,4.767658,5.6319,5.953396,5.632419,4.769375,3.614506,2.451308,1.48718,0.8065672,0.3905291,0.1684302,0.06447956,0.02180316,0.006470654,0.001672665,0.000373437,7.136033E-5,300
806.7227,6.49013E-7,5.322506E-6,3.609608E-5,0.0002040101,0.000968711,0.003899164,0.01343647,0.04005993,0.1044197,0.2402019,0.4912597,0.8977116,1.469567,2.157011,2.838482,3.347301,3.535767,3.344456,2.832549,2.148237,1.459374,0.8884384,0.4849125,0.237313,0.1040465,0.04076206,0.01419926,0.004365508,0.001173444,0.000272859,5.428958E-5,300
